transaction_id,customer_id,amount,date
15277,80906,563.18,2025-04-11
15278,61930,119.88,2025-01-18
15279,6949,57.32,2025-07-08
15280,38898,315.06,2024-12-24
15281,16725,203.34,2024-05-22
15282,177,752.07,2025-02-08
15283,7533,529.31,2024-10-04
15284,4546,234.67,2024-06-26
15285,46955,928.61,2025-02-14
15286,91374,527.51,2023-08-08
15287,84287,895.17,2024-04-26
15288,50667,269.84,2025-06-05
15289,75226,571.26,2024-10-15
15290,16410,647.03,2025-01-24
15291,62272,527.0,2024-08-12
15292,69352,243.04,2024-04-17
15293,71961,582.39,2025-04-03
15294,61055,100.5,2024-04-28
15295,94525,338.15,2024-08-24
15296,64538,807.61,2024-07-09
15297,66533,877.07,2023-12-29
15298,95216,10.96,2024-06-15
15299,77297,514.85,2024-08-16
15300,65274,728.47,2024-01-26
15301,89502,46.73,2025-05-18
15302,86491,763.01,2024-07-27
15303,12309,833.53,2025-02-08
15304,92748,167.08,2024-08-22
15305,76284,566.07,2025-06-07
15306,25847,991.15,2024-01-06
15307,18165,29.29,2024-07-23
15308,3307,235.86,2023-12-25
15309,94766,55.52,2024-12-27
15310,87015,241.27,2024-08-09
15311,13957,977.84,2024-10-25
15312,79881,248.75,2023-10-15
15313,89014,224.44,2024-11-13
15314,82623,361.78,2025-03-19
15315,14514,325.9,2024-08-10
15316,39329,523.19,2023-09-29
15317,75985,566.68,2024-05-08
15318,8667,154.37,2024-12-19
15319,43475,366.05,2024-06-08
15320,41101,341.63,2024-08-21
15321,31573,615.8,2024-07-18
15322,90474,438.72,2023-08-26
15323,85232,272.39,2023-09-04
15324,76374,205.51,2025-05-21
15325,68553,610.43,2024-06-14
15326,61158,993.16,2023-09-14
15327,36766,808.32,2025-06-14
15328,25757,919.26,2024-02-29
15329,11252,268.29,2024-06-05
15330,36081,771.9,2024-10-14
15331,5439,202.72,2024-04-18
15332,79288,934.32,2025-01-26
15333,60885,762.51,2024-09-11
15334,94799,208.41,2023-11-13
15335,11971,625.38,2024-04-05
15336,57053,101.96,2024-10-02
15337,1140,967.07,2024-05-15
15338,90242,292.88,2023-07-16
15339,63864,697.46,2024-10-26
15340,56582,758.4,2024-04-12
15341,40046,104.3,2025-03-04
15342,2157,301.78,2024-05-13
15343,46692,808.24,2024-04-26
15344,26862,539.39,2025-06-26
15345,95586,358.21,2024-10-05
15346,7439,968.52,2025-06-03
15347,13237,227.77,2023-11-10
15348,9843,468.03,2023-12-24
15349,91107,155.9,2025-06-05
15350,71948,426.86,2024-11-02
15351,18984,221.67,2024-01-20
15352,8385,61.86,2025-03-25
15353,32164,993.38,2024-12-23
15354,19450,893.9,2024-02-20
15355,68487,472.75,2024-03-24
15356,37011,669.01,2023-11-06
15357,43207,741.04,2024-08-30
15358,14327,900.59,2024-01-15
15359,76248,992.53,2023-08-06
15360,18921,907.72,2025-06-09
15361,59162,949.47,2024-05-03
15362,61342,186.11,2023-10-28
15363,67018,430.22,2023-08-09
15364,61391,474.14,2024-01-31
15365,33856,510.01,2024-05-06
15366,73018,780.42,2024-12-16
15367,49089,876.44,2023-08-19
15368,93529,565.01,2024-04-26
15369,48927,792.14,2025-01-17
15370,70816,241.81,2025-01-22
15371,58027,630.37,2024-02-08
15372,80950,627.6,2024-05-06
15373,32560,975.7,2023-12-23
15374,51740,268.34,2025-01-11
15375,90255,935.39,2025-05-30
15376,51007,326.12,2025-03-28
15377,16509,149.63,2024-06-14
15378,56198,571.75,2024-09-16
15379,85243,233.96,2024-11-19
15380,69554,851.63,2023-12-12
15381,96076,832.88,2025-06-02
15382,11984,309.22,2024-12-14
15383,10842,588.06,2023-11-01
15384,99316,373.58,2025-04-28
15385,81674,468.21,2024-04-10
15386,73944,315.7,2025-05-04
15387,85257,24.23,2024-11-23
15388,42926,455.07,2024-10-06
15389,87424,129.06,2023-12-23
15390,95650,955.78,2024-05-27
15391,98186,492.37,2025-05-12
15392,3524,841.42,2025-02-23
15393,31351,939.7,2025-06-11
15394,82192,620.85,2023-07-14
15395,43882,255.8,2023-10-02
15396,41746,511.27,2023-08-14
15397,56386,505.32,2025-03-26
15398,2860,319.23,2024-04-21
15399,79065,367.98,2024-08-29
15400,51334,996.22,2024-09-21
15401,11163,523.3,2024-02-16
15402,98836,193.8,2025-04-05
15403,32426,391.58,2023-08-10
15404,32600,305.58,2023-09-13
15405,30793,421.36,2025-06-05
15406,78458,658.07,2024-04-19
15407,23891,900.76,2024-05-24
15408,41114,340.13,2024-08-13
15409,1130,212.88,2024-03-30
15410,42629,329.04,2025-07-06
15411,87432,940.63,2025-03-27
15412,64309,568.44,2024-07-10
15413,14927,841.85,2023-12-09
15414,28194,847.45,2024-08-03
15415,3933,46.64,2024-10-04
15416,67487,900.21,2023-12-13
15417,63261,912.57,2023-09-01
15418,11273,775.68,2024-04-20
15419,43701,813.44,2024-05-05
15420,93260,145.94,2024-01-15
15421,41494,772.64,2023-10-23
15422,7120,519.68,2024-05-04
15423,74380,819.51,2025-03-16
15424,16245,69.5,2023-12-11
15425,53334,533.64,2024-04-08
15426,3689,169.25,2025-05-14
15427,71541,637.85,2024-05-29
15428,21146,220.14,2025-01-20
15429,53814,264.22,2024-06-06
15430,54339,861.38,2024-02-11
15431,50363,44.78,2024-08-04
15432,47123,309.23,2025-07-04
15433,70990,200.65,2025-02-03
15434,78362,813.04,2024-03-23
15435,90708,670.16,2024-07-11
15436,82743,44.15,2024-12-03
15437,52772,28.13,2023-10-16
15438,55522,917.1,2023-07-11
15439,47400,96.18,2023-10-09
15440,44223,431.78,2024-10-11
15441,38632,574.21,2024-01-13
15442,34126,438.02,2024-05-26
15443,45708,264.24,2023-08-24
15444,43549,130.79,2025-02-07
15445,55322,878.72,2023-12-19
15446,3303,347.34,2024-12-04
15447,85775,261.83,2024-01-26
15448,64530,450.11,2024-02-02
15449,73017,136.52,2023-12-02
15450,2190,806.67,2024-02-21
15451,56847,494.76,2024-11-09
15452,4316,304.21,2024-06-03
15453,20937,308.04,2024-11-02
15454,35651,988.07,2023-10-25
15455,70552,343.53,2024-03-26
15456,81719,926.14,2023-10-18
15457,13288,380.78,2024-07-24
15458,9081,513.32,2024-10-30
15459,86826,219.05,2024-04-15
15460,37376,74.16,2024-12-04
15461,38608,619.76,2024-05-04
15462,18018,50.46,2025-05-30
15463,97722,212.4,2023-09-09
15464,67104,968.36,2024-11-02
15465,3769,695.52,2023-08-17
15466,58878,545.27,2024-06-05
15467,52550,965.67,2024-07-12
15468,72175,119.54,2024-01-23
15469,95879,675.16,2024-10-29
15470,6222,583.43,2023-07-21
15471,20500,26.52,2025-07-01
15472,90569,43.6,2024-06-14
15473,85422,395.43,2023-11-26
15474,9235,173.5,2024-05-22
15475,72484,827.6,2024-01-06
15476,96304,39.31,2024-09-13
15477,1344,816.35,2024-10-05
15478,9475,474.57,2024-07-11
15479,87243,223.76,2025-02-14
15480,22704,417.81,2024-07-17
15481,19086,150.75,2024-09-05
15482,37796,558.98,2023-09-16
15483,67531,35.66,2023-09-03
15484,64979,410.18,2024-01-04
15485,19750,472.74,2023-11-03
15486,98125,937.07,2024-12-11
15487,63784,317.66,2023-09-27
15488,92532,223.88,2025-04-05
15489,7766,260.73,2024-12-11
15490,84864,572.42,2024-01-06
15491,51665,820.73,2024-11-25
15492,74579,857.37,2023-07-10
15493,45426,853.55,2025-01-04
15494,57781,626.04,2025-03-27
15495,45414,993.43,2023-08-02
15496,49520,658.45,2024-11-20
15497,42030,860.72,2024-02-05
15498,40226,157.0,2025-02-05
15499,88431,983.63,2024-05-27
15500,21557,67.87,2024-06-10
15501,97985,619.72,2024-09-23
15502,41893,243.48,2023-10-06
15503,56347,27.73,2023-12-29
15504,57803,58.8,2024-11-09
15505,90903,97.59,2024-02-10
15506,41726,380.64,2024-02-26
15507,55864,913.22,2023-09-22
15508,12422,994.31,2023-11-13
15509,80093,619.85,2023-09-18
15510,83162,821.55,2023-08-18
15511,8320,648.0,2024-07-17
15512,4787,665.96,2023-08-19
15513,32861,326.65,2025-01-13
15514,44133,787.3,2024-07-12
15515,84120,708.31,2025-02-06
15516,7782,39.24,2024-02-19
15517,67398,36.16,2023-12-24
15518,96635,763.57,2024-11-24
15519,1210,187.06,2025-01-23
15520,29993,744.05,2023-11-13
15521,7669,466.55,2024-06-18
15522,1529,177.93,2025-03-11
15523,12088,132.1,2025-02-18
15524,52535,560.29,2024-06-02
15525,208,135.27,2024-10-05
15526,50313,129.13,2024-12-18
15527,2818,145.76,2025-03-03
15528,60822,83.45,2023-11-21
15529,19778,106.57,2025-02-22
15530,52957,106.2,2025-05-19
15531,44784,537.36,2025-03-14
15532,48631,20.98,2025-03-14
15533,12930,713.69,2024-05-02
15534,25882,139.45,2023-12-15
15535,55024,807.94,2025-03-03
15536,42875,67.24,2024-12-23
15537,39745,463.85,2024-07-23
15538,14227,434.14,2023-12-05
15539,69017,902.62,2025-01-22
15540,50416,122.78,2024-08-29
15541,38144,904.06,2023-12-22
15542,45975,305.5,2023-07-17
15543,19665,858.25,2023-11-04
15544,44708,967.16,2024-04-21
15545,44163,598.85,2024-10-16
15546,83681,973.73,2024-05-20
15547,50117,672.48,2024-08-01
15548,12532,889.98,2025-03-11
15549,42693,746.42,2024-09-28
15550,56328,428.28,2024-09-09
15551,93545,409.66,2023-12-01
15552,62562,947.51,2024-02-01
15553,43576,392.77,2023-10-20
15554,62623,948.58,2024-04-28
15555,19955,802.81,2023-08-15
15556,76571,455.12,2024-10-12
15557,99379,244.79,2024-10-17
15558,16085,921.67,2024-03-01
15559,50292,403.16,2024-08-18
15560,26402,917.96,2023-10-24
15561,33952,453.76,2025-01-25
15562,38172,338.75,2024-01-06
15563,92643,315.06,2025-01-24
15564,95034,645.81,2024-06-27
15565,22356,233.14,2024-03-28
15566,59154,687.65,2024-05-15
15567,34308,891.68,2024-05-06
15568,61478,517.97,2024-12-06
15569,52219,859.58,2023-09-17
15570,70895,41.45,2025-05-15
15571,7337,535.05,2025-06-08
15572,20769,857.07,2024-06-24
15573,49631,774.81,2024-12-03
15574,18354,527.05,2023-12-10
15575,33964,186.66,2024-12-25
15576,84003,496.01,2024-01-13
15577,36979,53.86,2024-03-24
15578,90009,512.27,2023-12-31
15579,60883,952.45,2023-11-15
15580,29967,980.11,2024-02-18
15581,59080,454.97,2024-07-03
15582,20314,452.75,2023-08-25
15583,57571,409.21,2024-06-18
15584,39408,114.43,2023-12-19
15585,26695,128.4,2025-06-22
15586,44678,472.99,2024-02-19
15587,47997,688.43,2024-01-16
15588,34779,764.04,2023-10-12
15589,84383,73.9,2024-11-13
15590,95962,783.19,2024-01-18
15591,96428,91.29,2024-02-18
15592,75904,740.34,2024-03-17
15593,41426,157.06,2024-05-09
15594,45142,80.62,2023-09-27
15595,16706,588.58,2025-01-25
15596,50688,618.03,2024-01-04
15597,82289,855.41,2023-11-19
15598,54686,663.45,2023-12-06
15599,59673,919.99,2024-03-28
15600,74720,53.63,2023-11-28
15601,72330,510.89,2025-06-01
15602,47464,707.98,2024-02-08
15603,5460,44.95,2024-03-03
15604,37854,767.6,2025-06-22
15605,42629,891.02,2023-11-26
15606,51618,923.71,2023-12-02
15607,46163,89.04,2024-07-30
15608,70071,83.21,2024-01-25
15609,93441,474.51,2023-12-10
15610,5402,191.26,2023-09-08
15611,59009,317.05,2023-10-30
15612,2193,828.93,2024-05-21
15613,77212,32.12,2024-03-25
15614,64779,269.66,2024-10-01
15615,67698,745.09,2025-02-04
15616,19598,684.91,2025-03-29
15617,6108,196.37,2024-11-07
15618,76559,90.28,2024-09-14
15619,37851,114.96,2025-05-13
15620,94062,258.98,2023-10-08
15621,70935,380.01,2025-01-25
15622,37002,41.13,2023-07-31
15623,91237,331.85,2024-10-06
15624,37643,266.73,2024-03-20
15625,70151,866.62,2024-04-01
15626,28104,250.11,2024-11-12
15627,3834,86.94,2025-05-22
15628,40792,260.39,2023-11-08
15629,29246,731.94,2024-08-31
15630,22859,597.13,2023-08-15
15631,81953,537.6,2024-02-13
15632,36825,369.2,2023-09-13
15633,59896,445.1,2024-05-15
15634,75188,142.69,2024-10-27
15635,68124,744.64,2024-09-13
15636,67976,582.54,2024-10-26
15637,71477,703.13,2024-06-08
15638,68654,180.48,2024-06-07
15639,93998,31.98,2023-11-15
15640,20336,843.93,2023-10-20
15641,82505,293.97,2024-05-09
15642,78064,769.97,2024-04-04
15643,418,86.51,2025-07-03
15644,2052,864.49,2024-02-15
15645,36059,131.9,2024-04-06
15646,63448,838.24,2024-01-15
15647,34637,212.32,2025-04-18
15648,86650,676.95,2024-09-28
15649,70362,514.91,2023-11-06
15650,14067,150.81,2023-07-18
15651,38094,940.8,2024-01-10
15652,97959,152.03,2024-11-02
15653,27249,750.45,2024-05-16
15654,26156,245.47,2024-10-04
15655,84938,516.95,2023-12-19
15656,94746,447.9,2023-07-15
15657,91469,160.19,2023-07-15
15658,4857,800.78,2024-11-16
15659,76886,11.17,2025-04-26
15660,42661,761.02,2023-11-05
15661,72478,262.2,2023-11-15
15662,21576,423.34,2023-09-25
15663,80628,43.05,2025-05-03
15664,69217,662.81,2023-12-24
15665,10568,860.58,2023-08-20
15666,21446,21.02,2025-07-03
15667,95423,452.72,2024-09-14
15668,30613,356.04,2024-08-22
15669,80463,978.63,2025-01-01
15670,97216,616.98,2024-09-08
15671,93039,662.17,2024-06-26
15672,29129,795.7,2024-04-17
15673,33433,480.64,2024-05-29
15674,42159,886.54,2024-07-03
15675,19638,794.26,2024-04-09
15676,16461,770.31,2023-09-25
15677,43629,393.3,2024-03-03
15678,74516,27.92,2024-01-28
15679,13345,169.76,2025-03-26
15680,3535,835.26,2024-04-04
15681,43860,538.96,2025-01-24
15682,53147,320.28,2023-11-12
15683,26218,539.06,2024-10-23
15684,74142,547.41,2025-01-23
15685,40129,817.42,2025-01-24
15686,23643,495.17,2024-04-09
15687,19249,351.73,2025-01-18
15688,29796,241.96,2025-01-11
15689,23614,531.99,2023-09-11
15690,97717,134.17,2025-02-15
15691,63199,536.02,2024-08-31
15692,29973,242.08,2023-07-11
15693,53190,613.19,2024-08-23
15694,85353,478.03,2024-02-06
15695,50796,240.4,2024-10-08
15696,57594,190.3,2025-04-16
15697,3195,167.94,2024-11-12
15698,58274,26.13,2023-10-17
15699,38121,289.21,2025-04-22
15700,59921,197.83,2024-08-20
15701,78189,754.29,2025-03-21
15702,58618,623.32,2024-11-29
15703,35139,332.76,2024-07-24
15704,34671,680.78,2023-08-24
15705,88619,208.38,2024-02-10
15706,19861,137.15,2025-06-11
15707,14229,451.99,2024-09-30
15708,14318,480.6,2024-08-28
15709,95790,169.86,2024-06-20
15710,31694,654.38,2024-08-31
15711,44606,121.93,2023-10-15
15712,95609,722.95,2023-12-21
15713,63018,191.72,2025-01-18
15714,34606,394.54,2024-05-08
15715,60971,155.72,2024-07-05
15716,32668,186.06,2024-12-25
15717,65003,624.86,2025-01-05
15718,91513,183.7,2024-01-02
15719,11111,521.08,2025-01-18
15720,63889,928.77,2025-04-02
15721,19684,157.79,2024-09-26
15722,65549,62.76,2025-03-29
15723,2104,485.13,2024-04-15
15724,40591,987.89,2024-11-27
15725,70186,252.96,2024-02-06
15726,60302,626.08,2025-03-12
15727,88122,367.64,2024-11-28
15728,84385,280.94,2023-09-25
15729,99105,23.56,2025-05-13
15730,65952,266.45,2024-02-06
15731,84961,749.39,2024-06-13
15732,42656,775.64,2024-06-17
15733,88820,967.41,2025-01-17
15734,56943,235.97,2023-10-05
15735,31387,969.64,2024-10-15
15736,81368,380.65,2025-01-06
15737,64267,561.33,2023-12-17
15738,62548,166.83,2023-10-13
15739,35687,764.13,2025-04-18
15740,11726,188.81,2023-08-02
15741,5596,528.0,2025-02-26
15742,46613,671.72,2024-02-14
15743,93175,83.53,2025-01-20
15744,15135,589.93,2025-05-20
15745,51707,317.69,2024-07-02
15746,3716,775.76,2024-01-17
15747,74878,496.04,2025-05-27
15748,3211,84.1,2024-08-16
15749,65811,151.54,2024-03-12
15750,96128,59.23,2023-10-09
15751,96006,241.86,2023-08-22
15752,87407,516.24,2023-11-24
15753,18807,514.66,2024-05-18
15754,74122,132.8,2024-12-29
15755,49933,48.86,2025-02-01
15756,67694,869.32,2025-05-14
15757,45804,301.93,2024-08-05
15758,57584,147.86,2024-02-14
15759,21681,276.03,2024-06-13
15760,15936,497.27,2024-07-11
15761,82417,128.02,2024-02-10
15762,98029,343.84,2023-10-24
15763,54792,653.93,2023-09-14
15764,1741,45.69,2024-10-22
15765,94955,458.76,2024-02-22
15766,42422,815.95,2024-06-13
15767,9401,788.1,2025-04-09
15768,884,80.62,2023-09-12
15769,4842,966.47,2024-01-17
15770,22474,904.76,2024-03-20
15771,51861,968.95,2025-04-08
15772,2293,298.09,2024-03-14
15773,15204,227.26,2025-04-16
15774,86470,110.68,2023-11-26
15775,76509,814.2,2024-05-20
15776,41005,513.04,2024-07-01
15777,1630,627.07,2024-09-05
15778,74652,772.21,2024-10-03
15779,22869,503.01,2024-10-26
15780,5492,306.32,2024-09-21
15781,36760,757.44,2023-12-01
15782,5257,493.48,2023-12-20
15783,53585,552.36,2023-07-22
15784,94011,102.83,2024-09-19
15785,58780,731.47,2024-07-20
15786,74218,720.5,2025-05-31
15787,7439,720.93,2025-04-03
15788,24226,450.49,2025-02-18
15789,3073,183.32,2023-08-11
15790,86045,86.88,2023-11-19
15791,93226,14.8,2024-04-13
15792,65119,79.58,2024-04-12
15793,75379,560.03,2024-02-10
15794,34306,430.42,2024-04-29
15795,36489,584.45,2024-09-01
15796,3730,175.06,2024-09-18
15797,44791,945.53,2025-02-06
15798,34007,177.27,2024-06-06
15799,53962,21.42,2024-02-12
15800,28643,238.87,2025-06-20
15801,32656,146.42,2025-04-27
15802,40573,466.85,2023-10-29
15803,40519,162.76,2025-01-24
15804,93568,739.51,2024-07-25
15805,86036,960.26,2025-04-28
15806,90937,561.0,2024-07-18
15807,80050,928.18,2024-03-26
15808,46700,460.75,2025-02-16
15809,14521,684.76,2024-08-29
15810,41039,664.87,2023-11-26
15811,48377,977.09,2024-03-21
15812,67957,778.38,2025-07-02
15813,63489,297.49,2023-08-30
15814,74805,41.93,2025-07-06
15815,51932,987.67,2024-08-21
15816,12121,91.63,2023-09-20
15817,33543,566.21,2024-11-30
15818,6315,604.6,2024-10-09
15819,78214,215.13,2023-08-07
15820,31962,832.57,2024-06-14
15821,85873,740.34,2024-07-23
15822,69241,482.07,2024-09-06
15823,50822,243.61,2025-06-13
15824,5566,396.11,2024-03-09
15825,61548,346.81,2025-01-26
15826,23661,785.44,2024-02-19
15827,56180,287.56,2024-09-26
15828,33365,704.31,2023-12-10
15829,70874,145.29,2024-03-20
15830,52542,640.13,2024-02-15
15831,7064,284.58,2025-05-18
15832,90158,365.69,2024-12-19
15833,67945,183.13,2025-05-09
15834,11861,737.04,2023-07-27
15835,34417,711.38,2025-01-01
15836,7827,754.27,2024-11-23
15837,5927,200.81,2023-08-15
15838,38652,147.77,2024-04-24
15839,22379,311.3,2023-12-11
15840,1554,329.09,2024-05-09
15841,23201,631.86,2024-04-11
15842,94148,390.89,2023-10-16
15843,88804,391.97,2024-01-24
15844,41792,738.54,2024-02-13
15845,55713,825.18,2024-09-19
15846,98456,795.89,2023-07-26
15847,65206,540.86,2024-07-13
15848,95020,405.38,2024-04-13
15849,31867,811.22,2024-01-15
15850,75355,798.93,2024-01-28
15851,37678,280.34,2025-07-04
15852,46728,325.58,2024-09-25
15853,36758,478.51,2024-08-23
15854,88281,235.85,2024-01-13
15855,40070,909.65,2023-09-08
15856,70697,88.3,2025-02-05
15857,83768,178.51,2025-02-16
15858,75338,246.54,2025-04-15
15859,26696,831.97,2024-03-07
15860,63895,415.18,2023-07-28
15861,39863,359.37,2024-05-23
15862,97855,359.59,2023-07-27
15863,39668,139.66,2024-04-08
15864,5193,32.36,2024-01-28
15865,91063,525.14,2025-02-09
15866,59214,317.0,2024-09-09
15867,19485,520.9,2024-11-24
15868,89717,758.06,2024-01-10
15869,38311,376.82,2024-05-06
15870,56952,799.58,2024-06-21
15871,68047,949.57,2023-12-17
15872,46204,119.2,2024-08-17
15873,87857,550.79,2024-11-21
15874,58779,144.58,2024-12-09
15875,76147,571.92,2025-01-15
15876,83099,859.16,2023-10-27
15877,54750,674.08,2024-12-09
15878,68322,954.45,2024-05-18
15879,51211,974.73,2024-05-19
15880,36448,212.65,2024-12-29
15881,74630,363.27,2024-02-06
15882,50370,214.52,2025-06-04
15883,68740,972.25,2024-01-17
15884,39028,218.17,2023-10-30
15885,55850,606.16,2024-06-17
15886,65754,937.99,2025-03-30
15887,79875,802.24,2023-11-04
15888,18874,619.13,2024-09-02
15889,60999,154.74,2025-05-13
15890,84421,940.02,2025-05-06
15891,24478,745.88,2025-02-20
15892,45812,692.08,2024-09-11
15893,82137,609.29,2025-06-24
15894,90151,800.37,2025-01-14
15895,13357,471.32,2024-09-25
15896,57815,915.11,2024-03-20
15897,24332,941.29,2023-12-27
15898,37857,430.64,2023-10-21
15899,17116,661.01,2023-11-06
15900,775,304.24,2023-12-09
15901,66077,856.3,2023-09-14
15902,62255,172.46,2025-04-05
15903,91110,541.43,2023-07-10
15904,92164,52.99,2024-10-14
15905,54148,656.12,2023-07-29
15906,34016,105.29,2023-11-28
15907,69656,880.51,2023-08-24
15908,19125,870.71,2023-11-01
15909,71835,627.85,2023-12-06
15910,36059,503.47,2024-03-13
15911,5173,225.76,2024-06-19
15912,13810,834.21,2023-11-10
15913,30958,101.29,2024-10-21
15914,51773,368.61,2024-06-28
15915,2113,98.82,2024-03-24
15916,56281,388.88,2025-03-20
15917,45251,288.97,2024-12-01
15918,5358,777.48,2025-02-09
15919,17727,290.94,2024-08-22
15920,21581,970.17,2024-01-24
15921,8491,956.28,2025-05-24
15922,9573,594.02,2024-11-25
15923,82339,686.33,2023-10-01
15924,96756,112.37,2025-02-22
15925,91281,624.87,2025-01-04
15926,12594,76.39,2024-11-24
15927,11420,438.77,2024-09-05
15928,95407,158.26,2025-04-03
15929,85108,344.02,2023-08-07
15930,82787,144.86,2025-01-21
15931,73994,275.64,2023-10-07
15932,59934,326.3,2025-04-15
15933,38157,939.49,2024-03-15
15934,53179,86.15,2024-05-24
15935,29383,356.16,2023-09-08
15936,26122,861.49,2024-08-17
15937,24806,520.08,2025-04-03
15938,98328,106.47,2024-01-07
15939,85656,957.08,2024-12-06
15940,79145,829.41,2024-04-13
15941,57215,373.08,2023-10-18
15942,80005,145.45,2025-03-15
15943,17869,424.44,2024-09-11
15944,63235,504.81,2023-08-28
15945,71087,195.7,2025-02-10
15946,80337,415.95,2024-09-24
15947,7257,915.62,2025-03-08
15948,88027,105.47,2024-08-28
15949,59342,479.8,2023-10-05
15950,80084,547.98,2024-12-26
15951,16139,24.39,2025-01-30
15952,49177,353.98,2024-03-17
15953,23814,850.26,2023-08-04
15954,42728,412.03,2025-02-09
15955,34329,518.87,2024-07-28
15956,21999,387.26,2024-04-03
15957,33992,69.75,2025-02-24
15958,57796,97.62,2023-09-25
15959,18357,522.71,2023-12-09
15960,57501,509.48,2025-01-09
15961,5115,688.25,2024-03-31
15962,19966,685.19,2024-10-21
15963,66373,989.73,2024-07-12
15964,83857,883.65,2024-09-29
15965,92960,845.43,2024-02-28
15966,29760,437.59,2023-11-21
15967,2515,631.87,2025-05-05
15968,53953,201.34,2025-03-23
15969,40051,599.46,2025-01-07
15970,82378,761.18,2024-10-04
15971,6666,88.34,2024-05-25
15972,67204,567.29,2024-01-23
15973,61034,767.37,2025-03-13
15974,22881,448.56,2024-04-07
15975,99205,728.3,2024-01-16
15976,84961,13.1,2023-09-23
15977,45438,984.22,2024-07-07
15978,98158,362.0,2025-05-22
15979,86198,633.36,2024-12-24
15980,21618,678.31,2024-09-07
15981,57181,760.25,2024-08-25
15982,76065,789.01,2024-08-08
15983,3185,269.02,2024-05-29
15984,92640,13.26,2025-05-24
15985,39462,305.53,2023-10-18
15986,97662,888.72,2024-12-08
15987,16458,914.89,2023-11-17
15988,99327,398.42,2024-05-22
15989,78084,659.76,2023-08-14
15990,18365,721.5,2024-05-14
15991,78104,779.7,2024-12-06
15992,32376,750.47,2025-02-16
15993,64565,719.95,2025-05-22
15994,74006,91.2,2024-06-02
15995,86972,825.16,2023-08-27
15996,15784,124.94,2025-01-24
15997,71534,49.67,2024-09-07
15998,2687,112.28,2024-07-30
15999,35682,220.78,2024-05-26
16000,43632,871.27,2024-01-15
16001,11445,580.3,2025-01-24
16002,76596,523.78,2024-12-20
16003,13873,439.38,2024-06-13
16004,8367,902.46,2025-03-07
16005,93499,178.72,2024-01-17
16006,28279,95.57,2025-02-10
16007,79175,381.68,2023-10-11
16008,1595,457.44,2025-02-12
16009,9617,888.25,2024-04-13
16010,22546,762.33,2024-09-24
16011,56358,915.2,2024-01-12
16012,53480,476.03,2023-12-16
16013,12617,804.97,2025-01-31
16014,23125,542.21,2024-12-29
16015,70334,913.93,2024-11-24
16016,92615,750.09,2024-02-24
16017,36798,651.64,2024-09-01
16018,85328,302.37,2025-05-20
16019,50095,544.64,2024-08-06
16020,68673,776.77,2023-10-04
16021,60108,690.86,2024-09-06
16022,7039,877.85,2024-10-02
16023,87435,354.58,2025-04-08
16024,15003,199.7,2023-12-15
16025,79243,736.84,2025-05-17
16026,73713,198.63,2024-03-18
16027,96452,894.55,2025-03-01
16028,13097,584.63,2025-03-28
16029,69467,782.87,2023-08-10
16030,47583,299.75,2023-12-20
16031,27833,612.04,2023-11-16
16032,44652,319.32,2024-07-06
16033,59600,333.98,2025-06-24
16034,569,839.58,2024-01-07
16035,84830,120.01,2024-01-14
16036,62030,574.2,2023-12-21
16037,9540,786.69,2024-12-18
16038,48563,68.89,2024-04-17
16039,21105,457.81,2025-01-21
16040,2166,321.09,2024-04-08
16041,77951,405.28,2025-02-24
16042,31419,821.52,2023-09-18
16043,95650,491.44,2024-02-29
16044,89557,621.31,2023-10-17
16045,61521,142.45,2024-01-17
16046,88894,67.44,2024-06-18
16047,13592,925.26,2025-05-15
16048,78008,815.39,2024-09-21
16049,93649,224.97,2025-02-16
16050,91524,693.19,2023-08-13
16051,63119,357.0,2024-09-29
16052,46487,837.06,2024-08-22
16053,41541,352.35,2025-01-21
16054,43638,530.85,2025-03-08
16055,12245,950.77,2024-03-23
16056,48158,960.37,2024-01-12
16057,99173,690.32,2024-03-13
16058,87814,627.99,2024-07-29
16059,96878,489.04,2025-02-28
16060,70394,308.36,2024-05-16
16061,89752,614.65,2024-05-12
16062,93146,713.78,2024-10-14
16063,45974,454.36,2024-03-26
16064,94606,269.56,2024-11-26
16065,11241,879.69,2025-04-19
16066,4341,163.17,2024-05-07
16067,14585,773.94,2024-09-24
16068,5117,964.17,2024-03-04
16069,43567,20.0,2024-08-29
16070,78179,127.4,2024-12-17
16071,32265,999.44,2024-08-14
16072,1755,38.83,2023-12-28
16073,87354,513.39,2023-11-30
16074,76257,392.6,2023-09-30
16075,64788,776.61,2023-10-02
16076,16481,957.25,2025-04-19
16077,92413,395.84,2024-03-10
16078,11300,855.32,2024-04-08
16079,23202,509.46,2023-07-16
16080,70745,896.01,2024-04-18
16081,58556,968.35,2025-06-12
16082,14824,928.44,2024-09-27
16083,968,13.33,2023-12-25
16084,15791,180.9,2024-09-04
16085,33154,406.31,2023-08-03
16086,2901,116.0,2023-08-24
16087,5917,402.67,2024-02-23
16088,61990,571.0,2025-03-30
16089,69975,83.36,2023-07-09
16090,90597,409.11,2024-01-15
16091,63492,855.76,2024-03-19
16092,57999,165.48,2023-08-16
16093,9043,886.35,2025-07-03
16094,54614,885.27,2024-07-18
16095,52173,731.28,2025-01-06
16096,30090,346.76,2023-10-03
16097,99361,87.47,2023-09-17
16098,54459,136.14,2023-07-30
16099,20113,183.8,2024-11-16
